utterance_id,conversation_id,text,polite
1826,27642,"Since your tube station articles don't actually contain any information, what is the point of them? Why not put them together and work them into an article that says something interesting?",0
4465,4632,"If you only want a finite number N of oracles, you could define an N-in-1 compound oracle by using the first log(N) bits of the compound oracle to indicate which suboracle you wish to query. Am I missing something?",1
4607,4962,This is a fun question.  What kind of device are you hacking?,0
5291,6337,"What does ""visible to cities"" mean? What range?",1
1272,251799,"Greetings, sorry to bother you here... I have been using the MissingTopics tool for years, to generate <url> The last time I used it successfully was Nov 16.  Something must have changed in the algorhythms since then, because it will no longer read any page starting with an Amharic character... Is it broke?",1
3217,2115,"It's unclear to me what you mean with ""rule engine"" in your question. Could you elaborate?",1
2228,126,How does an object type change dynamically?  Do you have a vehicle base blass and two derived classes: car and bike?,1
1347,549539,"Why did you revert my edits on that page? You say it was unsourced but it was sourced, I put two references to two fair sources (not blogs nor politicaly bound), so why did you remove them?",0
2677,1076,You need to define your scope. Do you plan to use this on *many* words?,0
1399,349495,Thanks for adding that pmc= support to <url>. I made a suggestion for further improvement in <url>; can you please follow up there if you have the time?,1
1013,212861,There are quite a lot of <url> on Wikipedia. What's wrong with adding <url>?,0
1723,153636,"I clearly provided a source that is valid, and yet a couple of hours is a big deal? Is it your way, or the highway?",0
1889,355471,I see this page is indefinitely semi-protected. It's been over eighteen months: mind if I give unprotecting it a try?,1
3830,3322,Try the same thing using SciPy? Save to text first and then use Asymptote or convert unix command?,1
2936,1566,"As the log mentions, BTServer is posting a notification called BluetoothAvailabilityChangedNotification. Why don't you suscribe to this, and any other notification interesting to your app instead of reading and parsing the logs?",0
249,137132,Thank you. Was it anything in particular?,1
3421,2504,"I have one question, but if don't want to answer it's also ok... Where did you took Scala exam? Is your company makes it for the employees or at school or may be you own initiative to learn Scala and take exam?",1
2630,990,Lol -- +1. What **compiler** are you using?,0
3669,3016,@Ray Toal: The regular expressions can contain + or * but a maximum string length would ensure there are not infinite possibilities.  Am I making sense?,0
1679,163563,Hello im trying to make a task force for the Empire of Brazil with some people but we dont know how to make the actually task force stuff like the banner and how to make the quality chart template to see what class each article is. Im asking if you can help make it since i saw you made WikiProject Dam?,1
2170,9,Does your project involve some graphical user interface? What do you want to code?,1
8,543807,"I'd be shocked if no one has asked you this yet, but you do an enormous amount of work keeping the bio articles free of vandalism and nonsense as well as filling them up with useful content ;) You seem like you could use a few extra buttons on your toolbar. Are you interested in being nominated for adminship?",1
4459,4623,"Please, may I give this 10 upvotes? Please?",1
1183,491928,"Hi, what are the technical steps to withdraw a nomination to delete a category? Or more specifically, what template did you use to withdraw your nomination?",1
2764,1249,"*""python on windows does not work""* ... and I guess you are the first one to discover that issue? How about ""Why am I getting a syntax error when I try to run this Python script?""",0
4710,5225,Soap on porous clay sounds like a good way to make your water taste like... soap. Perhaps consider disinfecting with a bleach solution instead?,0
3464,2593,"I'm a StatEt user, but I'm not aware of a debugger built into Statet.  Do you mean the debugging tools built into core R or some other aspect ?",1
289,110607,"Thank you for removing the ""Speedy Deletion"" from my post. I realise that I still need to do more work on the post itself, but are the sources that I am using acceptable?",1
4975,5740,"To answer the second part of your question, you would have to define what you mean by ""cook"".  What exactly are you doing to cook them?",0
596,620627,?????????????????,0
3932,3527,Complexity of what? Time complexity of some operation?,0
1522,234951,"Hmm, page says you are unavailable right now. This means you wont be fixing up <url> any time soon?",0
1844,193247,"Hi MariAna, there are just a couple of outstanding issues with the article. Could you have a look at them so I can get the GA closed in the next few days?",1
1941,219171,"So, let me make sure I understand this. You think that, if we remove an image as it does not meet the NFCC, you would then be able to upload the same image, only this time, it would meet the NFCC?",0
3502,2680,"Its not a homework people, my colleaugue asked me to help him with some algorithm, this is only a part of that, I simplified it in terms of normal array objects, anyways the data consist of approximately 1000 elements, so if you could help us with atleast a better( efficient algorithm).
and who tagged this is as homework??",0
1446,542354,Thanks. Any idea how I log into this account?,1
4514,4729,what's the raw information you have?... i.e. how did you come to two DORs?,1
1793,129255,What's with all the crap behind him? Was this at a signature desk?,0
687,626622,It does not appear to have attracted any participants other than Gerda. Perhaps adding a <person> template would draw in more participants?,1
1913,622230,"Currently, <url> is a subcategory of <url>. What would you suggest doing about this?",1
5087,5919,Do you really need to produce separate pdf files? Maybe the `\include` and `\includeonly` features would be enough for you?,0
3257,2193,Why would you build your own XML parser at all? Is this just to learn javaCC?,0
680,200038,"I was just reminded of my offer to generate a list of uncategorised templates, when I happened across your bot request again.  Are you still interested in such a thing?",1
1088,485293,"Blocked, templated.  Next?",0
4367,4433,"Please can you add more information as to what you want ""inner protected world"" to mean? are we talking about a ring of planets, some sort of mental sanctum, or something interdimensional, or something completely other?",1
3321,2304,"@codeka - 4 in all of those bases is still 4. A more interesting question would be, what base is ""10""? :P",0
3636,2952,Can you clarify? Do you want a substring that's complement also occurs in the string?,1
5337,6413,"wait... what? Since there's only one actual neutral connection coming into the box, that one has to somehow connect to all five lamps, doesn't it?",0
2416,537,Where's your public key token for the assembly?  Are you adding these manually to your config file or through the IDE?,1
3203,2090,Shouldn't every professional programmer be able to do such things? Isn't that part of a being programmer?,0
2624,972,Maybe I'll sound stupid but... shouldn't it be `a[i][j]` ? Does the other syntax even work ?,1
4392,4487,"Dear @sb1, it's all great but could you please answer the main question - in non-engineering terms that often already suppose an answer without asking why - whether the energy just disappears in the form of electromagnetic waves and how much? How much do we have to try to ""catch it"" by surrounding the circuit?",0
1313,342444,"Let me know what you'd like me to do. Are you/anyone thinking of copying over the temporary copy wholesale or in parts; destroying the edit history of either, both or neither..?",0
771,624514,"Thank you for the links and the explanation. I'd like to help with the project, what did you have in mind?",1
3277,2240,task == homework? ^^ Moreover: what is supposed to output this newly invented `diff`?,0
3045,1790,what is the goal here?  echo (no concern for storing in php var) some fields from the X most recent rows meeting the max conditions from any of tables that begin with 'whatever'?,0
4731,5278,@martin.malek — I've edited the title. Does that accurately reflect what you're looking for?,0
2443,607,"Actually, it worked locally but then did not work live on the site.  On the site it is still saying ""Access Denied"" even if calling the jQuery file from the same domain/subdomain combination... any thoughts?",1
995,237433,"Are you the owner of hacktolive.org? If not, what's your relationship to it?",0
2250,175,Seems okay to me. What is it supposed to output?,1
3026,1750,Can you please provide all of the code between your $sql lines an when you actually query the DB? Are you calling `strip_tags` on your sql statement?,1
1768,163627,"Many thanks for your correction on that article. I've been meaning to expand the content, but this might be quicker to address in the short term: I think it may be better to change ""consisting of"" to ""composed of,"" based on reading some stuff from your user page - thoughts?",1
815,626838,"Thanks, I didn't notice the earlier discussion. Would you consider (if you haven't done so yet) adding some indication on either page that these are the same user?",1
2326,344,"I never understood why sun/etc didn't implement a datespan or timespan class directly.  given a Date or Timestamp class this is the first use case, isn't it?",0
4641,5045,"In the bike lane, obviously. What're they gonna do?",1
196,281102,You changed the result here: Weu2019ve already had <url>; do you really want to do it again? The result given is a compromise; are you wanting to upset that?,0
773,165733,"Anomie, thank you very much, this is a great tool. Why isn't this a Mediawiki gadget ?",1
4934,5672,Pathauto is able to handle that. Have you tried it ?,1
1304,626512,Did you upload ''Image:1111.jpg'' to make a point about censorship? What exactly is your intention with that image?,0
5459,6601,"Cool idea. I'm curious, though, how can one drill all the way through 80"" of door in a straight line?",1
3507,2685,"""Please explain in detail""? Really?",0
2985,1658,You created an object of class `A`. Why would a `print_r` in some instance of class `B` have access to something you changed in a different instance of class `A`?,0
2619,965,Why would your application need such a structure? What are you doing?,0
540,341285,Just musing on creating an article about the formation of the Pixies (I reckon I could write a decent-sized article on the whole thing). What are your thoughts?,1
4219,4147,"Can you please describe in more detail what you mean with ""inclined""? Should the line go from the upper corner of a cell to the bottom opposite corner of the same cell, or should it cross several cells?",1
3704,3070,Who is this StriplingWarrior? Why he/she edit my question?,0
2990,1665,"I am pretty sure I could, I looked at couple sites that are doing it. I just can't see the code cuz its PHP =P Must be some syntax or app setup on the facebook side perhaps?",1
4884,5594,"Extended Attributes will allow you to set some very liberal access permissions, and tell them to propagate inside the directory, and continue to do so on new creations, but for the life of me I can't find instructions. I can only do it on OSX Servers using the Server Admin Tools, which I assume is not a viable option here?",0
4698,5195,"One side question: It sounds like your yard slopes towards your house. Assuming you don't already have any water problems, could adding a deck (which could trap some of the moisture) cause a problem?",0
4792,5406,"Isn't this a way to rephrase: ""Fast, Good or Cheap. Pick Two"" ?",0
2345,382,sounds like a permissioning issue on the linux box. have you tried chmod?,1
208,628701,"I'm usually polite, but this one seemed to need a slap across the face. It's ... words escape me .. mindboggling... jaw-dropping ... ?",0
5141,6030,What platform? PC or XBox?,1
1635,144522,"Do you disagree with this reasoning?. If so, could you explain why?",1
4758,5331,"I've updated the plugin a few times on numerous blogs and never had to re-enter the API Key.

Do you have a similar issue with the Askimet plugin?",0
2793,1293,Would you please clarify who you are referring to? Is this a follow up of a similar question?,1
3771,3195,You want *all* the paths? You want *all simple paths containing at least two members of the subset*?,0
3518,2708,"I think you need some more examples, cause I still don't understand what you're trying to do. What about longer arrays and a different number of elements to select?",0
916,488110,So why then does the lead stat in Christianity need a reference? Isn't it being contained in the article good enough?,0
312,261477,"I was actually going to work on your suggestions today, regarding the GA nomination for <url>. Do you mind reopening the nomination?",1
1211,577368,"Why are records of the Julianna posers changes being deleted? Even if this really was her, do celebrities get special privlidges on wikipedia?",0
2792,1292,"Out of interest, why?  What do you use this for?",0
3936,3535,Is TBL#Sell2 empty before you copy the rows? Are all SellId in TBLSell empty before copy?,1
377,371318,"I don't really get it. In your terminology, is there someone practicing Germanic paganism who is not a neopagan?",0
5425,6553,I was under the impression that it was also more efficient (less air resistance in the ductwork).  Is that not the case?,0
1097,609037,"I was just curious why you named the <url> for Williamsburg County, not Georgetown County.  Is it because W County is listed first by the GNIS?",1
2526,771,"Could you clarify what you mean by ""go into""? Why don't you explain what you want to happen?",0
434,394185,"<url> - I removed a see-also to a link placed by a COI-editor pointing to a topic about himself, which duplicated an existing link on the same topic.  Exactly what is <em>your</em> reason for the template on my user page?",0
1943,357081,I just logged in for the first time this weekend.  Do you want me to run through or have you already started?,1
1598,555122,"That sounds fine. When does the drive end: at the start of August 13 or at the end, and according to which timezone?",1
4999,5780,"A clarification: Do you want generalisations in the sense that feasible solutions are matchings, but your objective function is different from the usual max-weight matchings (something like the case of stable marriages)? Or generalisations in the sense that feasible solutions are also some kind of generalisations or relaxations of matchings (something like independent sets or fractional matchings)?",1
2724,1171,"I confess, no. What's exactly to be read in the docs you are referring to?",1
4155,3989,"Just try the first instruction - `MOVE *R2, R1` - read the comment next to it - it pretty much tells you all you need to know. What do you think the result of this instruction will be ?",0
5073,5900,Is your profile at 85-100% completion ? Also how active are you ?,0
1932,275501,"So I have no authority and am not the chief ed, but you have the authority to give me chances. Are you the chief ed?",0
5258,6277,"Do you mean ""What can you do with Drush that goes beyond what you can do through the Drupal web interface?"" or ""Can Drush be used for things besides Drupal?""",0
1120,621666,O RLY? And what does it do there?,0
1234,286383,"How about Guant who plays Pansy? Or Richard Fish who played Bill Weasley, and the actor who played Charlie Weasley in POA?",0
1421,52612,"Hi, I wanted to ask what do you follow to create redirects on this <url>??",1
4707,5219,Posters are assuming you live in North America. Is this a valid assumption?,1
3928,3510,"@Zoozy: As Andrew asked, What led you to this problem? What are the practical uses of such a sequence?",1
495,624790,"One final thing: ""If anything, many vegetarians are characterized by their disapproval of non-violence (towards animals).""  You do realise that you are saying, here, that many vegetarians approve of violence towards animals?  Is that really what you meant?",0
5256,6274,"-1 Why put ""Urgent"" in the title? Is your time more important than others?",0
4119,3916,The best case would be if the list were already sorted but I don't think that's what you're asking. Could you be more specific?,1
4816,5465,+1 for Python. Maybe consider doing this for some other SE sites?,1
3187,2058,"What's the purpose of a Riddle? If you get some kind of reward, shouldn't it be a SpecialSquare also?",0
739,569437,"Not according to the history on <url>.  Can you give me a link to follow, please?",1
2240,151,"qsort does sort lines in increasing order, but your definition of ""increasing"" isn't the same as everybody else's.  Why do you think it's more logical to sort strings by length rather than by alphabetical order?",0
5389,6501,"Thanks, really useful. But is the foam strictly necessary? What are the disadvantages of not using this?",1
3094,1889,"Can you write the URL of this page? Also, does it have any kind of authentication on it?",1
5028,5826,Could you pose a question here?  Is the question whether the paper is right?,0
4164,4009,**PS:** I'm interested in your motivation. Could you please [tell us why you care](http://meta.cstheory.stackexchange.com/questions/300/how-to-ask-a-good-question/306#306)?,1
323,629469,I have always maintained a control of the military section and I can check up the names in the educational section. Which section would you like to clean-up?,1
1982,517739,Are you unable to pee with a half filled bladder???,0
3007,1702,"`lte IE 8` means ""less than equal IE 8"" so this seems to work as designed. Can you clarify what the problem is?",1
921,599361,"Hi, <url>. Do you have a suggestion as to how these article make Wikipedia better?",1
355,626602,"No, I didn't know that. Where does this ""rule"" come from?",0
4960,5707,"Some otherwise useless kitchen gadgets might have other valid uses.  I never use a garlic press (just another thing to clean, when I can crush it with the side of my knife), but they can make play-doh hair (or really small noodles?)",1
2922,1538,anyone! Any ideas?,0
3074,1849,"I know `in` is a keyword, used in loops, is it a method too? If so, can you give us an example of usage?",1
926,423536,"And what, may I ask, is ''your'' relationship to Hammersoft? How did you come upon this matter?",0
4344,4391,I have updated question. Can you please look at it?,0
4110,3896,"Why did you edit out my 'Hi', and 'Thanks'? Is common courtesy not allowed any more?",0
5125,5998,"I wonder what difference it will make to your prompt? A few milliseconds cannot cause problems, can they?",0
4070,3811,This is a duplicate question with 2536194.  Can they be combined?,1
242,620534,"Here, let me parse it out for you:''I regret that because Gravitor and Carfiend's behavior consists of acting in tandem (in the manner of meat or sock puppets), refuse to discuss disputed content on the talk page, and continally provoke revert wars that some administrative intervention is likely required. '' Is it clear now?",0
2678,1082,"@bvr @chambwez I think my code is working fine now :) My last question would be, is session handling possible in XMLRPC? How do I maintain a stateful transmission between the client and the server?",1
392,620988,"I do understand the bot was approved and is doing useful job, but. Is it possible to modify it to not save the changes if it is only one-two whitespace(s)?",1
5037,5842,This guys is both an MCSE (sysadmin) **AND** an MCSD? and you're gonna waste his time with reading logfiles?,0
269,413233,Hey thanks for reassessing the <url> article to B class. So what's need to be done to make it GA?,1
5180,6119,Do you mean multiple categories of blogs?  Or multiple discrete blogs like CNN's blog site?,0
3803,3267,"Have you checked the actual SVN server to make sure the file was added?  

Did they Add and check in or just Add?",1
4141,3952,"Please, be more specific. Where do you want to display pictures, what kind of pictures?",1
1479,629741,Vandalism is putting a live AFD template back? You're a smart one ain't you?,0
562,306049,What page is this? Why was it deleted?,0
2144,487198,"Hi, although I agree with you, please check the following <url> in process. Why can't the darn thing work, in the first place?",0
5288,6331,"Is this format safe? Does it remove also hidden partitions, if any?",0
2869,1444,The way you were doing it at first looks right. Can you post the exact text of the error message you get?,1
3023,1747,"@deceze Good point.  Have you used it before, and for what?",1
4580,4897,"I'm still seeing the ""clear"" link on my profile page. Is this a change that they're still rolling out?",1
2618,963,@user705414: What platform are you using? Linux/Unix/Windows?,1
3271,2228,"You've already said that you're using JPEG2000, which will work.  What do you have a question about?",0
614,321637,"Yes, I'm delighted; result after a torturous few days! Um, can we add a Dali or Miro img?",1
99,629713,"Notability is an issue of common sense: you're writing for other people, so what is notable for you (or me) is not that relevant. My local shop is more important and notable ''to me'' than Wal-mart, but who, other than me, actually cares?",0
2491,699,"Yes but making it cross browser will be headache. I have old code somewhere, untested for long time - want me to post it anyway?",1
4048,3763,"Looks like you're passing null to an API parameter, particularly a null Overlay somewhere in a mapview probably. How are we supposed to know?",0
5160,6079,"What platform? Mac, Windows, Linux?",0
1878,430617,I have no axe to grind on this issue; I just want to understand: Why you consider hammerpond.org.uk a spam or conflict of interest link? It doesn't seem to be advertising or promoting anything?,0
2743,1214,Why are you using exec? And what's wrong with passing in a string or file?,0
2500,719,The result you're getting is odd. Can you please post more information?,1
3843,3345,"did you read the ""permission denied"" message in that trace? why are you swallowing exceptions (`catch(TwitterException te) {}`)?",0
3635,2951,All programming exercises apply to all languages.  What are you asking?,0
4381,4463,"Your title mentions relativity, but your question body does not. Could you resolve this for us please?",0
2131,507189,"Deleting Val Klassen's page. I redirected it to the creator's talkpage, wasn't that enough?",0
4529,4766,"Also: every app has XSS that could be displayed as HTML, XML, or a future markup language. Do you seriously want to have that argument?",1
2884,1471,I don't see anything strange in the log you posted. What do you expect `NSTokenField` to do???,0
3212,2109,"...have you considered implementing it yourself? You *are* a programmer, aren't you?",0
5158,6075,"Are you referring to loading them using the iPad Camera Connection Kit? If so, are you unable to delete the JPEG preview or the RAW image the JPEG was rendered from?",0
3302,2274,"can you describe the problem with your first approach more clearly? what is the meaning of ""elements with close statistical probability of selection"" and ""distant selection percentages""?",1
2082,106127,"I was confused by ""darkhad"" being translated as ""sacred ones"", when the usual translation I know is smith or craftsman (kind of). Was I at least correct in being confused?",1
4575,4883,"You also seem to have 'Web' there twice. Which browser are you using, and do you have any greasemonkey scripts or plugins which may be breaking the links?",0
4532,4777,"I suggest re-titling the question, as this has nothing to do with ebay.  Perhaps a title like ""How can I secure my PHP website?"".",0
2872,1451,"I see you figured out how to ask questions.  Why not earn a badge and go back and delete your ""non-answer"" to the TAOCP question?",0
38,581772,"The review has been up there for something like six weeks, I notice. Think you'll be able to take care of those last couple of things?",0
2201,65,"I don't see any inherent problem with what you have done above, and it looks like no one else sees anything, either; can you post more code?   How certain are you that the setfault happens at that particular waitall?",1
3132,1955,Are you trying to validate the file somehow somewhere? Why does the file need to be only available on create?,0
3604,2896,"@Koper, in order to program this algorithm, I need to understand what the algorithm does. How is it *not* related to programming?",0
962,456261,"He has requested unblock, states that he has edited from a school IP and that may be the reason for it. Who is he supposed to be a sock of, and what's the evidence?",0
2455,635,@Guffa What exactly should I do to make it absolutely clear that I don't care what for my vote is used aside from the fact that it lets the OP know that his / hers way is the best in my opinion? Would you stop making remarks if I upvote your post?,0
5355,6442,"good idea.  you have to chop them, right?",1
1987,622223,"Unfortunately, I have no clue what you mean.  Can you point me to a page that has such a feature?",1
4438,4583,"karthick, that was a great answer. Could you please add some info on OCRFeeder to mark it as the accepted answer?",0
4027,3722,"@Kerrek SB:  Each string in the input is printed out exactly once in the output, with at most an additional comma to separate them.  I don't see how that would come out to ""pages"", unless you are being sarcastic and there is something I am missing?",0
4866,5563,This is a standard homework problem for an undergrad QM course. Do we really want questions like this and answers to them on MO?,0
1645,598108,I haven't heard from you in sometime. Como estan las cosas?,1
4820,5475,@Peter Shor: Of course.  Doesn't everyone?,1
2955,1602,"Huh?! You really want to use browser-side JS to create a cookie, receive it with server-side PHP, and store in a cookie.jar file for use with PHP's curl library?",0
2830,1372,That's what groups are for.  http://docs.djangoproject.com/en/1.3/topics/auth/#groups Why aren't you using groups?,0
2411,517,You want to transform a string to a byte array but you don't want to specify the encoding. How would you possible decode it back to a string without knowing how it was encoded?,0
981,620795,"Actually, I counted 2 sets of <url>.  Can he be blocked for 48 hours?",0
3224,2128,Terrible question title. I don't know enough about graphs to generate a better one - any suggestions?,0
3300,2269,That example is not scaling. Can you post your code?,1
4661,5102,"Since each polygon would overlay a polygon of the exact same shape, you really won't glean any benefit (that I can think of) from having multiple shapes. Are you doing this for something other than symbolizing features on a map?",0
3062,1822,Could you post the code?  Have you tried other Rubies (using RVM)?,1
4108,3891,"So it's not really about the list, it's about those instructions? What exactly is the question then?",0
3270,2226,"@High Performance Mark, as far as I understand the pseudo code describes a path searching algorithm... so I'm trying to write a program that finds a Hamiltonian Path using the logic of the ""DNA Algorithm."" Am I on the wrong *track* here?",1
4060,3788,What's wrong with it? Isn't making a wordpress theme programming?,0
2817,1350,What's wrong with PowerShell?  http://technet.microsoft.com/en-us/scriptcenter/powershell.aspx  Why aren't you using this?,0
2623,971,"@Chubsdad - my point was that there is a very small amount of memory being allocated above.  Even if we were using a non-throwing version of `new`, what's the likelihood of `new` failing to allocate the insignificant amount of memory in that program?",0
1901,274149,"Thanks; what should I do next time to make it easier, quicker?  Just let you know?",1
5027,5824,What does your data look like? Are the values bound?,1
1632,622292,"WHADDAFUCK YA GONNA DO TO ME, HUH BITCH!?????????",0
3269,2222,"Thanks, though. This was a much more interesting question than ""how do you make a positive number negative in C#?""",1
2154,621877,'''Wiki-star''': Hm? Is there a reason for your sorrow my good man?,1
2648,1027,I see you have `Debug` enabled during `MIME::Lite->send`.  Can you post that log?,1
149,424489,"Since the ""discussion"" was not advertised at the affected pages, it did not involve the ""community"". Do you not see that?",0
2989,1664,Are there anymore styles being applied this [jsFiddle](http://jsfiddle.net/s8d3R/1/) looks fine in Chrome. How does it look to you?,1
320,626909,You also seem somedeal similar to <url>. Not logging in is not sockpuppetry but do you acknowledge that User:64.194.44.220 is you?,0
1436,76288,You've been asking the ''sensible'' sysops...!?,0
5217,6195,"Assuming the original pronunciation uses [s], I think there's a more interesting question: why are English speakers using [z] instead? Does English have a tendency to voice between voiced segments?",1
649,626929,You also say that I am participating in a high-tech lynching. Isn't that what you did when you put SamuraiClinton on RFA?,0
4844,5522,"""I've simply been told before that itsa flow of electrons, but this seems to basic and does show that electricity is instant."" Why would this mean that electricity is ""instantaneous"" ?",0
2917,1532,What is the question here?  Are you wondering what you might've missed?,0
1143,568559,"Hi again, OK, say we don't go along the lines of Blair will go before the end of 2007; but we list the announced candidates for when Blair does resign (which will inevitably happen at some point). Do you think this would be any better/more suitable?",1
3449,2568,"And what's your problem, exactly? What have you tried so far?",0
3261,2200,"Did you read the page linked to from that one? If so, which/what part(s) didn't you understand?",1
3595,2876,you will certainly find something on the spec. Have you tried?,0
1030,421722,"...welcome back! Is this permanent, or are you just passing through?",1
470,492138,"I was going to create the list of tallest buildings in Hartford, when I saw that it had been deleted three years ago by you. I don't understand the reason for deletion; can you clarify why?",1
4445,4595,"Fine, thanks a lot. Can you please provide the link for downloading the CD cache for the ubuntu version 10.10 ?",1
2572,861,So they're const global variables. Big deal...?,0
2343,379,What's the relation between the classes Main and File2 ? (which one does inherit from which one ?),1
2317,326,so what is your problem? You don't know how to copy the content?,0
952,96305,Kidding about what?  Are there no reliable sources?,0
4099,3871,"When you say ""non-overlapping polygons,"" what happens if you have edges that describe two overlapping polygons?  Do you report that as one polygon consisting of their intersection, or do you report neither of them?",1
1115,9737,"I often work out of Sweden and I have an excellent, free, built-in English or Swedish grammar ''and'' spelling program in ''Word'' on that computer using Firefox (as this user says she does) - red underlinings for spelling and green for grammar - which would preclude almost all of the huge amount of problems caused by this user regarding readability, or at least alert her to the very quanitity of the problems and inspire a constructive attitude as to her own capacity. Perhaps if one does not consider it a ""duty"" of sorts to contribute readable English here, that actually might be the problem?",0
4863,5556,"If a then b is true for any b provided that a is false, as it is in your question. So how do you hope to learn anything interesting?",0
4483,4670,Surprising how many examples are about topology and geometry. Are we just more surprised by these two topics ?,1
3357,2386,@dmckee: Thank you for replying. Can you please let me know the approach that should be adopted when building a software?,1
1640,370178,"Great! Do you use IRC at all, or do you stay on-wiki?",1
4188,4074,"I am sorry, I am just  a first year math student. Could you please provide/recommend a link/book/paper that describes how the relationship was derived?",1
5449,6587,Thanks for your answer. Could you expand on what 2 hot wires are? Does that mean 2 live wires?,1
4508,4720,I am not sure why you feel that in regression you will get R2 = 1 if you try to predict the predicted variable. Can you clarify?,0
1154,2943,In the summer (June-July) I am going to work on the ''Messiah'' article. Would you like to be in on this?,1
1614,629536,"I think if we did it that way, it would add a lot of possibilities to the page, enabling us to give breakdowns of other wars and major events in separate tables as well, in addition to alternative listings, which I think would be quite useful. Because there are a lot of events with different aspects to them that could be covered in more detail IMO, what do you think?",1
4336,4374,"I'm sorry, as this question is written I have no idea what you are actually asking. Can you revise and expand on what you'd like to know?",0
1128,626785,"Yes, my feeling is to err on the safe side here. Thanks for your comment, is it okay if I quote you on the commons thread?",1
4468,4639,"Apologies if I am mistaken, but this reads like a homework question. Is it?",1
4481,4666,"You added the tag [approximation-hardness].  Can you elaborate on how this question is related to hardness of approximation, preferably in the question?",1
335,523919,"There's been a slow revert war occurring between <url> and <url> over the Katja Kassin article and I've just left a strongly worded suggestion that they hash out their differences in the article's talk page. Could you keep an eye on the article for a day or two, just to make sure they stop reverting and start discussing?",1
1345,289629,"Thanks for the heads-up on that; I don't really have anything to add beyond what you'd said. By the way, I noticed you said you weren't an admin: would you like to be?",1
3184,2053,What is the purpose of having two switches?  Why not just calculate the time between pulses from sw 0?,0
4341,4387,ahhhh please this is so common its not even funny. Why do managers think that testing can be optional just cause their getting fire from above?,1
1539,566137,"Maybe I'm on crack, but in your edit summaries you're saying ""MT"" and ""Not MT"". What is MT an abbreviation for?",0
2405,499,Your current solution may work but doesn't make sense to do it that way just so you can skip typing a class name.  What is the problem with using the class name?,0
1650,128112,I've replied to most of the concerns. Could you please look over them?,1
3999,3659,"The most complete resource is the internet at large, but that is a bit broad. Is there anything specific you are looking for?",1
3900,3456,**Question:** Is `N` allowed to have an initial value that is also in `V` (i.e. a power of 3)?,1
4179,4049,Your question is not clear. Could you please edit the text and add a bit more context?,1
3700,3060,"@Kdoto- I think it is, since I think I came up with one possible implementation. :-)  Can you check and see if my logic is correct?",1
2059,622393,Thanks for the good advice.  I still think the electric-shock-button idea is a good one though :-)  You been having problems with images as well?,1
3504,2682,"Of course I am not comparing to anything else. Otherwise, I won't be here, right?",0
294,508465,Thank you for deleting the attack page I tagged.  Should <url> be blocked for creating it?,1
659,143,"Good work on the canal junctions! Where appropriate, do you think we should give the nearest pedestrian access point, from the road (as opposed to canal) network?",1
2934,1561,""", actually the application crashes..."" We need the crash info. Is it a BAD ACCESS ?",0
2580,880,"This cannot be the *only* relevant parts of your code, because this compiles fine.  Are you sure that the error message really corresponds to the lines you've shown here?",0
1137,34876,You're joking? <person> and <person> have no word play in spite of the same kanji?,0
1513,166862,It looks like the current version of <url> has been reworked since when you built it in July 2005 and references have never been provided.  Do you have any references you can add to the article?,1
3258,2194,Do you get any sort of error in Instruments when you plugin your iOS device? Is your iPhone Developer Program Membership up to date?,1
5169,6097,What is this folder used for?  I've never heard of it before?,1
793,354110,"Why delete the page <url> with no explanation, as an act of deliberate vandalism?  Why did you do it?",0
976,510853,"Hi, I was removed from the ""request for approval"" list at the vandalproof, and not put on either the ""approved"" or ""denied"" lists. Could you tell me why, please?",1
4379,4460,"Also, @Ahh or Cedric, can you please edit the question title so it asks ""for modern physics"" instead of general background? And by modern physics, do you mean quantum mechanics, relativity, quantum electrodynamics, and particle physics?",0
2129,13951,You should really use edit summaries to justify your edits. Explain?,0
3455,2578,"Just curious, who asked a question like that? Did you apply for a math heavy position without knowing what FFT is, or did you apply for a ""normal"" job and they asked you this?",0
1986,139788,"I pretty much agree with <url>, except I would like to know why you modified the see also section to be a hatnote. Doesn't <url> have specific requirements for this?",0
2236,140,The second example in your second question accesses unallocated memory. Was that on purpose?,0
73,62865,"Hi Debresser, what's up? Why are you doing what you are doing?",0
2931,1553,"Did you read Q&A QA1703? http://developer.apple.com/library/ios/#qa/qa1703/_index.html%23//apple_ref/doc/uid/DTS40010193  it looks like you took that and decided to iterate through views instead of windows, is there a reason?",0
5103,5945,Hey can this thing emit human language? I mean like words?,1
3839,3335,@shane87: How did you generate the managed type of the `photo` variable you are calling through? What is the IDL of the COM method?,1
3148,1988,I wonder if your instance(s) of Persist are in a local scope that gets destroyed upon exiting that scope. Have you looked into that?,1
2026,624023,"Firstly who are you? Secondly there seems to be a lot more people involved than just Node ue thirdly I don't care what his view is as long as his edits are neutral, which edits do you dispute?",0
3075,1851,Why not just generate the autocompletion configuration based on your YAML file? The options won't be changing all the time so why bother trying to make the autocompletion configuration dynamic?,0
4531,4774,Are you also interested in common real-world uses of other Public/Private key protocols besides RSA (e.g. DSA etc?),1
564,625432,"Jason, how do you view your phone call to tlc's father&pastor in the light of the Biblical conflict resolution process? And in the light of the Wikipedian conflict resolution process?",1
