id,text,polite
371345,What's going on? Why did you revert my edits to those articles without any explanation?,0
4497,"Sorry, we were discussing iPad, but we did go through the overall state of Apple's products. Can you please address the other parts of the question?",0
282685,Wow that's old! What do you think of <url>?,0
469273,"Is there any reason you keep moving boldface marks? ITN is on my watchlist and you seem to do this quite frequently, yet, as far as I can see, it makes no difference, so I feel compelled to ask if there's any particular reason?",0
4988,You are wasting a lot of power in the 150 ohm resistors.  What is the 555 for?,0
355,The bug you refer to is detected in 1.6.0_4 and not yet fixed. Why wouldn't you expect it to be present in your environment?,0
173262,"Huh, looks fine to me. Maybe this computer just lies to me to get me to shut up and stop complaining?",0
1019,The output you give doesn't tie in at all clearly with the inputs in the second case.  What are you really after?,0
5734,"While the title of this question *does* use ""Palatable"" correctly, [the word](http://www.merriam-webster.com/dictionary/palatable) has connotations of ""mmm, tasty!"" Perhaps edit to say ""easier""?",0
343027,I could have a go. When would you need it?,1
132700,"Yeah. What's the point of reverting them again if they'll be removed, anyway?",0
52628,"When I wrote <url> I was not quite sure if it was a synonym of <url>, and hence did not perform a merge. Could you clarify if they are indeed the same, and if so whether we should merge the articles?",1
500504,Wow! How did you find this?,1
2399,"Am I correct in thinking that you only are interested in paths having minimum edge count across all paths?  I.e. if there exists a path with weights (2, 2, 2), you're not interested in the path (5, 6, 7, 8), right?",1
3355,How do you come up with 57? Are you allowed to divide by 2?,0
4374,"I'm sorry, as this question is written I have no idea what you are actually asking. Can you revise and expand on what you'd like to know?",0
1025,Do you require the actual return code from file.sh? Can you change the script so that it writes to a file when complete?,1
272602,"Maybe you should consider a user name change? To, say, ""Sarah 'The Hammer' Ewart""?",0
6487,"Could you tell us more about the ""protective plates""?",1
5544,@noldorin - then the physicists in question really should start reading up on it or be prepared to get left behind ! What standards are we expecting from physicists - that they strive to be the very best in what they do or that they be satisfied with mediocrity?,1
2918,I assume you can code a balanced tree as a data structure. Why is forking processes interestingly different?,0
331971,"Speaking of FPC closures, is it common practice to close the likes of the Emu feeding video or the White Ibis, which had nothing but weak supports and supports (not enough total votes, but that was all) as ""Not Promoted""? Isn't that what the ""Nominations 7 days or older - Decision Time"" section is for?",0
2503,ya it is! am i not supposed to ask hw questions here?,0
1194,"Your formatting makes it seem like your perl script actually calls each line in tick marks. Is that the way you're running it, or is it bad formatting?",0
5948,"@mike: Could you edit the title of this question to be more descriptive? Maybe something like ""Current flow in batteries?""",1
541730,No problem.  :) Did you see the additional notes on the project talk page about the rest of those books from the 70s?,1
57748,How are recognizing and not recognising defined in this context? The country has explicitly and officially stated that they do or do not recognise the State of Palestine?,0
192478,"I noticed that the A team article for Australia is at <url> instead of <url>.  Is that intentional, or something we should fix with a page move?",1
3417,"As @Woot4Moo points out, you have already asked this question AND received decent starting points in the replies. So what have YOU done?",0
564739,"The proper title of this image should be Eszopiclone.svg, since it depicts the S enantiomer. Could you change the title so I can upload an image of the racemic compound instead?",1
618988,"Since you are STILL not responding to me (or the talk page discussion) and reverting anyway, I have mad you a <url> template.  Post THAT on your page and leave the regular one alone, OK?",0
3403,I'm expriencing the same thing. Did you resolve this?,1
483513,"Hi, You stated the editor is inactive, yet the editor is stalking me through MY CONTRIBUTIONS and reverting my entries and the editor left a message on the top of my TALK page, so why would you not block them ?  You didn't even give them a warning ?",0
3048,"I think you might be missing the point of the assignment. Hint: what can regular expressions parse, what can't they?",0
621972,"One to go. Shouldn't ""now welcome"" be ""not welcome""?",0
3889,"I'd be curious to know how your activity timestamps could come in out-of-order for a given user session. Would it realistically report 13:00, 14:00, 13:30 for a given user?",1
137132,Thank you. Was it anything in particular?,1
622984,Especially considering that it took you ''a lot'' more time to vandalize the page than the two seconds it took us to fix it. What's the point?,0
4481,"Please tell me when it turned out that Mach principle is wrong? And how this ""wrongness"" is manifested?",0
38100,"This is what you wrote: ""In the book 'Inventing Elliot' written by Graham Gardener, the book, 1948 is mentioned numerous times."" What book, 1948??",0
623643,You speedy-delete-tagged <url> and <url> as <nowiki><person></nowiki>. What maintenance work were you weanting to do with them?,0
6489,"Sorry to be a pain, but where did you go to get that screenshot? Views | Select the View | Displays | Filter Criteria | and then?",1
2835,@Luke: what programming languages are supported on your server on which this webpage with song+artist+album is hosted? Would you mind posting a link to that JSON data?,1
548246,"I had an editorial dispute with a user called <url><, but I'm not responding to him anymore as it seems to escalate into heated arguments. If he keeps messaging, would it be ok if I got back in touch with you and you had a word with him?",1
630573,Per <url> we should summarize the article briefly in the lede. I didn't see anything about higher dimensions in the <url> body so should it be removed from the lede or should the body be expanded?,1
39705,"You reverted my removal of the ""to critical acclaim"" description from this article. I cannot see where in <url> there is a basis for that claim -  it looks like a neutral factual review to me?",0
3216,You want to move -4 (0xfc) to al? and move 0x01 to ah?,0
6239,Why not share your library over Bonjour so she can access your music? Or is there something else you want her to do?,0
2380,"Also note that I know this question has been asked before and the general consensus was to avoid rebuilding your code if you didn't need to, then you don't have to deal with the changed assemblies, which apparently is a part of the deal. May I ask why you need to rebuilds to be identical, as opposed to just not rebuilding it if the code hasn't changed?",1
507179,"You may not remember doing this but, you erased a page entitled, Earl Newton.  Why did you do it?",0
6478,Thanks. Do you happen to know if the postcard was origianlly published in Japan?,1
139091,"Hello Roman! If you have time, could you add a <url> infobox (with census data) for <url>?",1
4803,"Seems very similar to http://security.stackexchange.com/questions/1634/which-instant-messaging-services-use-or-allow-secure-protocols-and-what-do-those - but there may be a slightly different goal here.  @LanceBaynes - Could you elaborate a bit, particularly in a way that distinguishes this question from the other?",1
323592,"I've just seen your message on my Talk page.  Why do you want the disambiguation page to be the one that doesn't say ""disambiguation""?",0
3152,It's a pretty dumb question.  Who is asking you this?,0
5362,"I have a question back: Let's say your site has the user Gavin with the IP-A. Should no other user including Gavin be able to login from another ip, or should only a ""second Gavin"" not be able to login from another ip then IP-A?",1
2766,"are you on a linux/unix machine, maybe using cygwin? then have you tried the ""file"" command on a file?",1
186097,"Good job working on the list, thanks. Could you make sure you move them from ""To do"" to ""Done"" when you finish?",1
5265,"I just tried an empty field in Lightroom 3, and it seems to be working as you & I would expect: all photos without a setting on that field are being included. Is there a chance some other setting on your collection is tripping it up?",0
4629,"Andy, that jars with my understanding of what a Sylvester matrix is. Do you have a reference?",0
2205,"""Not a real question"" ? What is the ""not real"" part here?",0
4623,"Please, may I give this 10 upvotes? Please?",1
1272,"Yeah, why do you have multiple HTML files in one file in the first place? Wouldn't it be easier to remedy that?",0
5481,That example sentence doesn't really feel right. You sure you don't mean to use the past perfect?,1
236459,"Hi Leah, is it working again? I had some difficulties with WP in general a couple of days ago and was wondering if your issues had the same origin?",1
4473,Yes This is the correct answer. Can you please check if my proof below is correct?,1
418733,Could you please clarify who the new users were exactly that you considered to be part of your 'sock farm'?  Or did you not even bother to research before making such claims?,0
619983,Indeed. I trust you have already watchlisted this editor?,1
1532,What is the question here?  Are you wondering what you might've missed?,0
3167,"Don't forget to test this case: `test.sh -a -b 'c d' -c`. You don't want the ""c d"" to come out ""d c"" (but do you want ""-c -b 'c d' -a"" or ""-c 'c d' -b -a""?).",1
3630,you can do this with a container that is positioned absolute/fixed with a width and height of 100%.  background can then be set to `background-position: center center` I think?,1
3263,does the fading stay constant?  Or do you also want to change how lighter or darker the top gets??,1
641,How large is your triangle likely to be? Is it small enough to assume that the surface can be considered as flat or do you need spherical geometry?,1
6565,Thanks for the info! Did you need to do anything special to get theme preprocess hooks working?,1
164500,"I was doing some minor editing on this, and noticed that the date of death in the intro and infobox don't match. Could you take a look at this and see which is correct?",1
5054,don't do that. why would you do that?,1
4559,Could you please be more specific. What do you mean by your desktop vanishing?,0
602415,"That is, I would remove the inline reference to the date of the cited source, since it's given in the actual footnote.  Is that OK with you?",1
2645,"In the description of the O(n+m) method, do you mean ""if J is _greater_ than the max, the target is not present"", and compare just K, T in the max? Also, I may be missing something, but isn't `[ 100 200 ; 50 199 ]` a counter example, if the target is on the left of 100?",1
3582,I have some code that attempts to solve this problem (see above). Can you look over it and help me fix it?,1
626628,"I didn't see your internal link, I put it back.  <url> isn't orphaned, what are you talking about?",0
533084,"Unless im making a major mistake here, this article was about a Not for profit organisation which seemed notable enough to give the origional creator at least some time to source it. Are you sure this had to be a speedy?",0
5741,"Oh, be nice. Seven months, surely? :P",0
977,"Its not ""really"" fast, it just runs at a normal rate. Ever heard of the saying, in the land of the blind, the one eyed man is king?",0
5401,"I would go and say, ""I can't find any problem. Are you sure it's not the user?""",0
630572,"I don't play club anymore (I stopped this year), I have just been too busy this year, but I will probably start again soon-ish. Where abouts do you play?",1
185768,"Thanks for voting, even though you didn't support. Can you tell me where you thought I was too aggressive?",1
5522,"""I've simply been told before that itsa flow of electrons, but this seems to basic and does show that electricity is instant."" Why would this mean that electricity is ""instantaneous"" ?",0
55457,"""Hablo ingles?"".  ROFLMAO?",0
1470,"To clarify - the retain count is 1 after initWithNibName and 4 after pushViewController...

Any ideas?",1
4563,I have no libGL.so(.1) in `/usr/lib` - only in `/usr/lib/mesa` and `/usr/lib/nvidia-current`. Can you please add the output of `update-alternatives --display gl_conf` and `ls -al /etc/alternatives/gl_conf` to your question?,1
768,"@felix, why? isn't he just creating an new object?",0
280416,If it were me I'd want to try and find out more about how/why this happened first before I continued to use that software. Have you asked at the talk page I mentioned above?,1
331773,Thanks for the detailed reply.  Can a random admin who notices the image with the speedy tag do something useful to fix the situation?,1
214120,"When am I changing nationalities? I do remove flags when I encounter them per <url> and <url>, but changing them...?",0
5888,"This seems OT?  @LBushkin, do you think this would be the right site for this kind of question?",0
610393,"Hi, I'd like to help you with the image you just uploaded to the <url> article.  Can you tell me where you found it?",1
626504,Don't add any more trash to the article. Got it?,0
4861,"@adatapost great! however, do you mean APIs/sites that you can reference from your site (such as Google Analytics), sites where you upload your logs to, or both? :)",1
5703,How did you fix this. It doesn't seem that simply moving your views into separate modules would work?,1
4743,"Also, on re-reading your question it is not clear what you mean by ""minimum eigenvalue initial correlation matrix"". Could you clarify what you mean by that term?",1
35245,"Wikipedia is anything '''but''' formal, many characters real or fictional don't get referred by their full names all the time. Besides, who else on wikipedia thinks ""OOO"" is awkward?",0
3261,"@joelt -- good point, which I think is the ultimate debate going on now by the answerers below, but I would like to know (@everyone) how much of a difference is it at the beginning until they converge?  How significant is it to affect the resulting algorithm?",1
3282,"You say we are given a set **S**. Can we modify its contents, while still providing an answer relative to the original **S**?",1
1604,"Yes. It references the static in A just fine, just not in B. I see why this is a problem since A may have no visibility to B's statics. I'm asking if there is another way to do this?",0
4573,please can you add to your question the results of the following: `sudo lshw -class network` followed by `rfkill list`. Also - what happens if you deactivate the B43 driver and activate the STA driver?,1
396161,"Why am I never asked to write a feature. Is it because ""I is black""?",0
6116,Are you sure it's WordPress autocomplete? Do you get a different result with a different browser?,1
5025,"We already have a related (not a duplicate) question: [http://bicycles.stackexchange.com/q/1055/8](http://bicycles.stackexchange.com/questions/1055/which-states-or-countries-have-stop-sign-as-yield-laws-for-bicyclists-idaho-stop), but we never got a good summary of locations where the Idaho Stop was implemented--unless it's really only Idaho that has this law. Maybe make this a question asking how the law has worked out in these locations?",1
373206,Don't you think you should remove the welcoming plate of cookies you left at User:Dococe page???,0
4965,I once saw someone touch the (house)radiator to discharge before working inside a PC. Does that really help?,1
421161,"Any more of this hoax crap at <url>, <url>, Eyre/Heller garbage, and you will be '''''permanently''''' banned from editing.  Is that clear?",0
523577,"Could you kindly stick to the issue at hand in the FAC?  Which is to discuss the article, not me?",0
2246,I deliberately didn't mention memory constraints because I wanted to hear several ideas and then make a judgement about speed/memory tradeoff. Can you be more specific about lookup tables in this scenario?,0
5262,"Assuming for the moment that it's NOT a bug, it does make me think we could 'reverse engineer' the purposes of the different colors by shooting some test shots. What happens if you manually select a focus point, for example?",1
2322,"What are you trying to get exactly?  If the list is just 2 tickets with priorities 3 and 5, what do you want to find?",0
620410,"Thank you for that, I was having a problem with diffs and the explanation didn't make sense to me. This is the first I have had to do, what is the procedure?",1
2430,Can you tell us what .NET framework you are using.  Also is there a limitation on changing the framework?,1
3026,"I don't think it matters for the algorithm, but for the record: do you want floating-point accuracy, or are integer coordinates sufficient? If so, how should they be rounded?",1
396333,"Yes, this is a nice illustration. I'd love to have a look of the code; is it possible for you to mail it to me?",1
380758,"I've just reinstated the perfectly valid redirect to this. I seem to remember there was some issue years ago with a rock group of the same name, but don't you look at these things before you delete?",0
627185,You may want to comment on the A7 to ?2 graph with 4 lines. I suspect it is nonsense - but what are your thoughts on that folding option?,1
522744,I'm not sure what you mean by pointing out that votes were placed before the version you created. Could you elaborate?,0
517873,"Hi Thunderbrand, thanks for letting me know that the image I uploaded is on IFD. Can I ask though, why is the image being deleted?",1
1481,Have you set up venue and name as properties correctly? i.e. written KVC compliant accessors or used @property and @synthesize?,1
4630,"One-way permutations are believed to exist (e.g., RSA).  I suppose you are looking for negative results?",1
445,Internet Explorer may cause that. Can you check IE permissions please?,1
2964,"Compression is highly dependent on the source data. Since you say your matrices are ""small sizes"", why not post one?",0
108524,"Lionel, tell me the truth.  How long have you known BelloMello was wMo?",0
623634,"Congratulations, OGoncho! Isn't there a barnstar for things like that?",1
4869,This worked for me the other day.  Are you sure it happens for EVERY site you try to post a link to?,1
2800,Needs more context. Can you provide the question which precedes the answer too?,1
2706,"I don't understand this sentence ""We are to find such placement of this polygons (we could make rotations and movements), when rectangle, which circumscribes this polygons has minimal area."" Can you clarify?",1
3731,How do you define minimal? The minimum number of movements or the minimum of the sum of distances/squares of the distances?,1
423462,"What does this have to do with Zeitgeist? I posted on your talk page because this is no longer remotely about the article, why are you continuing to quarrel here?",0
388,"good question.  
Is the JVM open source (hotspot) or are the cools such as the javac compiler open source as well?",1
111266,"No, just admire them from a distance of a couple of centuries! You?",0
5173,"This has been tagged Civ-4, that seems to be the wrong game. Was a different tag intended?",1
4513,can you please add the output from the `add-apt-repository` command ? Also after running `apt-get update` can you please run `sudo apt-cache policy nginx` and post the result ?,0
3275,There are 6190283353629375 ways to pair up 30 people. Do you really want all of them?,0
318287,Thanks for your reply. I've tried to incorporate the references into the article; how is it now?,1
415186,"Just looking at that photo and the one in the article makes me feel cold :).   I just finished this article <url> a week or so ago, and wonder if those Forward Operating Locations are tied into intercepts from those NORAD radar sites ?",1
5629,"This question does not seem to make sense. You say both ends are routers, so assuming you set the routes correctly, and the routers are gateways, what is the question?",0
156734,No problem. Have you seen the <url> article?,1
4123,"+1 Cool, I think I have been invited to an event through this a very long time ago. Could you please make the link an actual link to the site and edit your answer to show anyvite measures up to the requirements?",0
1442,"very similar question: http://stackoverflow.com/questions/1083017/iphone-socket-program

Have you tried searching with google or something?",0
625859,Well the only plausible explanation was that you reverted to where I removed an extraneous cat (after Homestarmy's edit) and then swapped out a template... but as you're a competent editor that just seemed odd. Is that what indeed occurred?,1
2033,@Alexander I did not understand your last comment. Why can't you store positions?,0
230,What do you mean by 'documents'? Something that looks like a report or just a spreadsheet full of numbers?,0
3278,Can you post your Session class?  Does the constructor use invalid arguments?,1
5760,"This is tough because personal environments are usually already customized, so apples-to-apples comparisons are hard to come by.  To start, you might indicate what your system is (Ubuntu version, hardware) and even include a relevant benchmark for your current set-up?",0
3656,What operating system?  Are you writing a debugger or trying to use a debugger?,1
274149,"Thanks; what should I do next time to make it easier, quicker?  Just let you know?",1
187,well... where is the problem? what results *are* you getting?,0
2985,"Can you give examples for _positive_ and _negative_ articles, please? Isn't that subjective?",1
3145,I don't understand. If you had your problem solved ... why did you post a question?,0
203810,"My problem is that the Style Guide for cities causes several topics for this small village to be repeated somewhat, especially the railroad, Gas Boom, and stockyard.  Any thoughts on this article's organization?",0
4697,"Emmy,
Have you found a solution for this?",0
325058,"Arguably, listing the former constructors and even the template itself is not necessary. Could we please try reinstating the previous version and see if and how many other folk don't find the decade information useful/intriguing?",1
3457,"I've never tried comparing them, but I'd be very surprised if you saw a difference. Isn't the SQL engine going to optimize this for you?",0
13951,You should really use edit summaries to justify your edits. Explain?,0
6146,"Oh, and since this is a story-telling kind of topic, shouldn't this be CW? (Does it need 30 answers first, and can users with rep<100 still answer then?)",1
517739,Are you unable to pee with a half filled bladder???,0
5828,"When you say that the Sharpe ratio is the mean divided by the sample standard deviation... ""Up to a constant factor (sqrt(n), where n is the number of observations)""... what does this last part mean?  Is it really the mean divided by the standard error of the mean?",0
4897,"I'm still seeing the ""clear"" link on my profile page. Is this a change that they're still rolling out?",1
626197,REVERT???,0
596791,That was a nice pic you put up in the Civil War article. where did you find it?,1
5801,Using Apache? How about mod_security?,0
620635,"The admin says he thinks it should be renamed, but someone else is trying to pull the ""but it happened in the same area nonsense"". Was I clear enough in explaining where the pictures are listed?",0
489,I guess you could have mis-typed the name of the textbox control. Is it TextBox1? :),1
3223,"@Unreason, yes its not an natural thing to grasp, simply put: Possible Haiku combination = Infinite; Number of Monkeys OR Time required to produce said Infinite Hakim = NOT possible, as in order to generate those Infinite Haiku's you would need a greater than Infinite amount of time Or GREATER THAN infinite amount of monkeys. Now do you see the contradiction?",0
623672,I'm going to remove it. Is that okay with you?,1
279250,OK I've created the following test page: <url>. Tell me if you have a problem with it?,1
452664,"You still haven't answered my question: ''why did you delete the article so quickly'', without even bothering to read it? And why are you so willing to back Thunderbunny and not me?",0
321873,Thanks for the edit.  Do you have any informaytion on <url> and artists associated with <url>?,1
330521,"Saw your edits on <url> - all good - but I have a question. What does ""collapse <url>"" mean in your edit summary?",1
3950,How is your input given? Like in your examples or are you given a graph or something like that?,1
5280,"I haven't used photoshop in ages, but that seems quite large. Do you mean the size of the files on disk, or do you mean the memory footprint of the file when you're working with it?",1
4555,You may be experiencing [bug #732677](https://bugs.launchpad.net/ubuntu/+source/bcmwl/+bug/732677). Can you please edit your question to include the output of `sudo lshw -class network` and `lsmod | grep -E 'b43|ssb|wl'`?,0
342,Your error message tells us nothing. Do you have a detailed log --perhaps you can run it from the command line (as Ravi replied below) and paste the error messages?,0
3898,"I absolutely don't understand the question. What is this supposed to mean ""and the difference between the scores of 10 and 18 relatively more higher than 18 and 20""?",0
1327,"You're not ""removing"" duplicates -- you're merging them.  Right?",0
6583,Is there anything else in specific you would like to know about the selecting coffee beans for roasting?,1
577189,"He keeps coming back, and keeps getting blocked again.... When will they learn?",0
817,@Mike: I don't know Java yet.  Could you explain what makes this work in Java but not in C++?,1
4681,"You've given lots of details, but have not clearly asked a question. Are you interested in knowing why you aren't yet appearing in Google search results?",0
1318,"""with a vary of 0 or 1"" doesn't really parse into something comprehensible. Rephrase?",0
6177,Would a tool that provides an RSS feed for a tag work alright? What OS are you using?,1
629241,"I'll unblock you if you give me some confirmation you've understood this and you are prepared to discuss the article through the proper channels, calmly and politely. So, cool down please, okay?",1
622173,"So you see KV, just in case you missed the point, you are in the naughty chair in the naughty corner because of your own baloney, baloney that you bring yourself.  Now, didn't you like that story?",0
4868,putting the keyword (with special character) in quotes does not work. is there any other methods?,1
945,"Where is the object created? Is it created on the stack, on the heap, or is it a global variable?",1
5408,This is the first time I've heard of this. What is it?,1
6171,"An API is not at fault if they allow requests to take place more than 30 time in 5 seconds, right?  Or do we need to build throttling into our API?",1
6596,A very good explanation. Thanks. Which 'degrees' are those? Fahrenheit or Celcius?,1
469365,I Mean hes been really sucessful why not???,0
886,"The C specification says tm_years is ""Years since 1900.""  Why not just stick to the standard and avoid this whole mess?",0
2566,"It may depend on the image file.  If you Select All in the pdf, do you see the outline of the image?",1
3222,"What are the project settings for the version you are debugging?  For example, is the Debugging element defined so that there is a corresponding pdb file?",1
4001,"Can you please paste the code where you read the integers? Also, what compiler are you using, and on which platform?",1
624949,"Sorry, I can't see it. Would you mind cutting and pasting the sentence that says she won an award?",1
3435,"I think you mean ""remote"" debugging. That being said, have you tried to turn off remote debugging for the SWF you don't want to allow debugging on?",0
566610,"Eh? No, those facts were correct, why do you think they were not?",0
2840,"+1, awesome problem.  BTW, do you mean ""You have %d unread messages""?",1
3231,"I have a question about this topic. Consider the general component diagram, not the instances one: should we draw two sockets (connection) from the philosopher to the dining room / fork interface or is one enough?",1
13528,"I appreciate your effort to seek consensus through a merge proposal before merging <url> to <url>, but as you are no doubt aware, no one participated in the discussion, meaning that while there was no articulated consensus against it, there was also no consensus for it. May I recommend undoing the merge for now, re-opening the discussion, and seeking wider input at the relatively large number of WikiProjects that handle those articles?",1
271167,This is irritating. What browser are you using?,0
594145,thank you. any clue what happened?,1
6589,is there a particular book you would recommend to get started with molecular gastronomy?,1
595307,"I found <url> while working <url> from <url>, my first impulse was to give it a prod, an long unreferenced orphan without a clear reason to exist.  I see you are still active on Wikipedia, is there chance you can do something for this article?",1
426769,"Hi, I hadn't realized that you had made a revert on redirecting this.  Could you see my comments on <url>?",1
1769,Check if the text simply contains some Chinese characters (with other non-Chinese characters)? or is comprised entirely of Chinese characters?,1
1579,Do you understand how `UIImagePickerController` works? Do you have the delegate methods implemented?,0
601980,"Hey poetic decay, I was planing on merging <url>, <url>, <url>, <url> and <url> together. You think you could help me with it?",1
874,What programming environment is it being run in?  Have you turned up the compiler optimization?,1
620534,"Here, let me parse it out for you:''I regret that because Gravitor and Carfiend's behavior consists of acting in tandem (in the manner of meat or sock puppets), refuse to discuss disputed content on the talk page, and continally provoke revert wars that some administrative intervention is likely required. '' Is it clear now?",0
537912,"You're right, but loosing it because of Devanampriya, of all users, would be quite a shame for Wikipedia. Don't we have to make a stand against ignorance, partisan POV-pushing and constant incivility?",0
226702,I do not know how to merge them. Are you familiar with the process?,1
4617,"Ah, I see. If you don't mind, I've more or less understood everything, but just wish to inquire about 2 things: (1) could you please explain the `$form_state` variable a bit more; and (2) I'm guessing that `$job_node->field_number[0]['value']` writes that value to the first webform field?",1
5425,I see. Maybe you should have updated the version to 1.0.1 (or something like that) to indicate that it is a new version? :),1
5926,Could you post a small example code showing exactly which space do you want to reduce? Also which environment are you trying to redefine?,0
1016,"My end goal is to get a list of rows with unique data (as determined by a combination of 3 cells in a row); however, I need all the cells of the unique rows. Maybe an array of hashes would be better suited for this task?",1
623659,Blocking people who disagree with your edits is a very zionist approach. Why don't you try instead to justify why your material should stay in the lead?,0
3743,"What do you mean with ""it doesn't work"" ? Does it crash (which I suspect, given your code), does it show the wrong images, doesn't it do anything at all ?",0
6560,"""Bike tires don't need tread to handle rain."" Excuse me? Since when?",0
1651,Can someone explain to me why this is not a real question. How is it off-topic to being a programmer? :|,0
3415,Let's hope for the best. Did you get a chance to look at any server access logs from just after the last IISReset to the first incidence of the error?,1
619871,"<url> is one of the three fundamental Wikipedia content policies; why is it a ""shame"" you have to follow it? What did you mean by ""people like you""?",0
5887,Is Google Voice actually a Web App? Or is it more a smartphone app?,0
595,How are you closing the connection on the server? `close` or `shutdown`?,1
421765,"On a more practical note: One either does or doesn't agree to take part in mediation. Which is it, please?",0
628701,"I'm usually polite, but this one seemed to need a slap across the face. It's ... words escape me .. mindboggling... jaw-dropping ... ?",0
502902,Sounds great. Do you think you could add this over at the dicsussion I've started at <url>?,1
619754,Back on topic Jigglyfidders; I totally agree with Deconstructhis on this one. What will you do to address this issue?,0
5711,"@ Joe.  Since this is community Wiki, mind if I clean up the intro to get to the details a bit more succinctly?",1
620647,"Oh, no, sorry. Why do you want to talk to me on IRC?",0
5233,"Sounds like the dimmer has some type of protection circuitry that is tripping. Do you know the model number, or make/model?",0
3673,"This makes no sense. Did you mean ""space complexity of O(n2)""?",0
6006,"Is location important, or are you just looking for a hierarchy?  I see you are going to be using ""categorization by location"", but are you planning on using attributes (like a lookup table) or a spatial search (like ""what's near me"")?",1
5867,You should probably clarify what kind of framework you're talking about? 3D Graphics Framework?,0
4226,"@Gilles Sorry for touching such an old issue, but it looks very interesting! Do I understand it right, that something like `ionice` would do more good?",1
564,"Also, what time are you synchronising? And why?",0
234729,You are moved <url>. You know that ''major warship'' is clasification in <url>s ?,0
491915,I state what I see when I read it.  Are you and <url> the same editor?,0
89,Why? 99% of the time you can convert well written C code to C++ code by just changing the compiler setting. Why not start using C++ code?,0
4432,@Jen sorry to be patronising. Are you confusing *square numbers*  (numbers raised to the power of two) and *powers of two*?,0
3965,having trouble grokking those first couple paragraphs.  Edit?,0
3787,"I want to implement the whole online banking stack, from front-end, middleware, and back-end. So is there any opensource J2EE app for online banking?",1
3088,It's been four days.  Still haven't tried the hotfix?,0
3938,"@cvondrick, in that case I'd rather use binary insertion and sorting. My problem now, is however how I can combine two dates to one number?",1
5331,"I've updated the plugin a few times on numerous blogs and never had to re-enter the API Key.

Do you have a similar issue with the Askimet plugin?",0
1230,"Sorry about that, clicked on that box without thinking.  Can I remove that status at this point though?",1
6436,"Thanks @BMitch, would you suggest the spray insulation (sorry not sure of the correct term). Or would that be too compact and not work for sound proofing?",1
5482,So the usages are quoted .. and from a 34-year-old *professor* no less!??! What is this world coming to?,1
9522,"Hello, thank you for adding interesting content to <url> <url>.  Are you able to provide <url> that will help the content meet our ""<url>"" standard?",1
4747,"A little bit more detail would be ideal to get the question. At least, how does your data look like, who are the subscribers, what do they have to do with average time, and how is 'average time in service' defined?",1
2125,"I take it you only have to have pieces at the corners of the square to win, and you can't move on a space where your opponent has already moved? Does the square have to be aligned with the axes, or does a square tilted 45 degrees win the game?",1
4876,Asking for an iPhone app specifically is off-topic for here.  Try the Electronic Gadgets SE:  http://area51.stackexchange.com/proposals/614/electronic-gadgets maybe?,1
4474,@space_cadet: Thanks for your answer.I have two question for you.Could please let me know how the conterfactual states are generated in the first place and what is the role of \alpha s in getting rid of them?Because I've always just been taught that measurement gives each possible state with probability Tr(\Pi_\alpha \rho) for different possible projections and we never talked about inconsistent states! And the second question is in a talk by Rob Spekkens (from PI) he said he believes an adequate set of postulates for quantum mechanics shouldn't have this inner-outer problem!What do you think?,0
258629,"Excellent, thanks! I wonder if it's worth temporarily uploading a cropped image for the main page, as 100x100 is really very small?",1
1374,"Windows, Python 2.6, Cython 0.14, Gcc 4.5.1. Could you post your 2d code?",1
624021,Are you trying to help him milk the publicity over the WR incident? if it ends up on google with lots of nns why would that matter?,0
623857,"Furthermore, I've heard something about ''FE'' trading cards. I know that you know more about it than me, so maybe you could write a small passage about it in the ""media"" (can be renamed) and then I can reference it?",1
6155,"How about this: ""Probably a lot, I had better get started (pull out a pad and pencil) What will you be eating for dinner tonight? (start writing) Okay, well I better get on the phone to find out about everyone else, what is the long distance code for your phones?""",1
1565,"Ah, well, I forgot that I also did subclass the view object associated with my NSCollectionViewItem subclass while I was working on this today. Perhaps that broke something?",1
5784,"In general, in questions like this it would be very useful to specify what kind of thesis you are supposed to write: For example, BSc, MSc, PhD, something else? In particular, are you expected to do new research or ""just"" organise existing knowledge?",0
3574,I have no idea how your matrix looks like or what you are really trying to do. Could you re-phrase the question?,0
2282,"Ok, then your own code seems cleanest. And although this is offtopic: how did you generate those images? :)",1
167072,"Hello Sirmyles, I noticed a puzzling section on <url> that could only have been written by you (about the parallels with Shiite law). I would appreciate if you could identify a source that could possibly support this assertion?",1
47849,"I am reluctant to mention this, but having your paragraph in bold on <url> seems to me to be a bit self-promotional and unfair to the other members. Is there any chance that I might be able to persuade you to voluntarily unbold it?",1
261450,Thanks for the ce's on Attachment therapy. Are you kindly undertaking the second opinion?,1
83789,"OK, I've started the deletion debate at <url>. As a major contributor, would you mind indicating there that you agree with deleting the page?",1
3694,You're going to have to be more specific about what you want to know.  What kind of platform are you using to implement these algorithms?,0
517,You want to transform a string to a byte array but you don't want to specify the encoding. How would you possible decode it back to a string without knowing how it was encoded?,0
5899,"What exactly do you mean by platform ? Are you looking for product you will run on servers, framework/library to incorporate into own web app or 3rd party service ?",1
2650,Is the viewport fixed sized? And is the image fixed sized?,1
4946,"If you do it once, you can keep using it again, and again, and again... In any case, ""looks great"" is really a subjective thing. Can you be more clear on what you actually want?",0
